ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,TARGET
5010338,M,N,N,2,354300.0,State servant,Secondary / secondary special,Married,House / apartment,-9176,-5718,1,0,0,0,Managers,3,1
5010339,F,Y,Y,0,350300.0,Working,Higher education,Married,House / apartment,-15492,-3823,1,0,0,0,Cooking staff,1,1
5010340,F,N,N,1,262600.0,Commercial associate,Incomplete higher,Married,House / apartment,-10069,-2195,1,0,1,0,Drivers,3,1
5010341,F,Y,Y,4,145500.0,Commercial associate,Secondary / secondary special,Married,With parents,-10364,-316,1,1,0,0,Waiters/barmen staff,5,1
5010342,M,Y,Y,0,185400.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8184,-3039,1,0,1,0,Waiters/barmen staff,2,1
5010343,F,Y,Y,0,198500.0,Working,Secondary / secondary special,Married,House / apartment,-13326,-420,1,0,1,0,Secretaries,2,0
5010344,M,N,Y,2,161700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-24949,0,1,0,1,0,Drivers,3,1
5010345,F,Y,Y,0,272900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11557,-4385,1,1,0,0,Sales staff,2,1
5010346,F,Y,Y,1,215800.0,Working,Secondary / secondary special,Married,House / apartment,-13333,-5649,1,0,1,0,Security staff,3,0
5010347,F,N,Y,0,189800.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-14280,0,1,1,0,1,High skill tech staff,1,0
5010348,M,N,N,0,214500.0,Working,Secondary / secondary special,Separated,House / apartment,-23051,-1632,1,0,1,0,Laborers,2,1
5010349,F,N,N,3,136900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9716,-2592,1,0,0,0,Security staff,4,0
5010350,M,Y,N,0,204700.0,Working,Higher education,Single / not married,House / apartment,-8143,-1389,1,0,0,0,Waiters/barmen staff,2,1
5010351,F,Y,Y,0,358500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-7717,-2875,1,0,0,1,Waiters/barmen staff,2,0
5010352,F,N,Y,0,223500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16367,-3332,1,1,1,0,HR staff,1,1
5010353,F,Y,Y,0,172500.0,Working,Secondary / secondary special,Married,House / apartment,-9443,-2926,1,0,0,0,Secretaries,1,1
5010354,F,N,N,0,177300.0,Working,Secondary / secondary special,Married,House / apartment,-22696,-542,1,0,1,0,Sales staff,1,1
5010355,F,N,Y,1,146000.0,Commercial associate,Incomplete higher,Married,House / apartment,-10405,-1715,1,0,1,0,Waiters/barmen staff,3,1
5010356,F,Y,Y,0,253700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23818,365243,1,0,0,0,Cooking staff,1,0
5010357,F,N,Y,0,187400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20472,-861,1,1,0,0,Realty agents,2,0
5010358,F,N,N,0,373200.0,Working,Secondary / secondary special,Widow,House / apartment,-16304,-561,1,0,1,0,Realty agents,1,0
5010359,F,Y,Y,2,431900.0,Working,Secondary / secondary special,Married,House / apartment,-12899,-1931,1,0,0,1,Medicine staff,4,1
5010360,F,N,Y,0,79300.0,Commercial associate,Lower secondary,Single / not married,House / apartment,-21700,0,1,0,0,1,Laborers,2,0
5010361,F,N,Y,2,264900.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-12946,-185,1,0,0,0,Cleaning staff,4,1
5010362,M,Y,Y,3,203400.0,State servant,Incomplete higher,Married,House / apartment,-15113,-6524,1,1,0,0,Sales staff,5,0
5010363,F,N,N,0,192100.0,Commercial associate,Higher education,Civil marriage,House / apartment,-17200,-1657,1,0,0,1,High skill tech staff,2,1
5010364,M,N,Y,0,311800.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-24829,0,1,1,0,0,IT staff,2,1
5010365,M,N,Y,1,289800.0,State servant,Secondary / secondary special,Married,House / apartment,-24373,-6318,1,0,0,0,HR staff,3,0
5010366,F,N,Y,0,419700.0,Student,Secondary / secondary special,Separated,House / apartment,-23361,-2421,1,0,0,0,Core staff,2,1
5010367,F,N,Y,2,206500.0,Working,Secondary / secondary special,Married,House / apartment,-19426,0,1,0,1,0,IT staff,4,1
5010368,F,Y,Y,3,462100.0,Commercial associate,Higher education,Married,House / apartment,-9179,-3193,1,0,0,0,Waiters/barmen staff,4,1
5010369,F,N,N,1,208100.0,Working,Higher education,Separated,House / apartment,-21344,-2794,1,0,0,0,Core staff,2,0
5010370,M,N,N,0,267700.0,State servant,Higher education,Married,House / apartment,-19578,-1304,1,0,1,0,Medicine staff,1,0
5010371,M,Y,Y,0,151100.0,Pensioner,Higher education,Civil marriage,House / apartment,-21084,365243,1,0,0,0,Laborers,1,0
5010372,M,Y,N,0,160400.0,Working,Higher education,Married,House / apartment,-21965,-397,1,0,0,0,Private service staff,1,0
5010373,M,Y,N,0,178500.0,Working,Secondary / secondary special,Married,House / apartment,-8519,-3311,1,1,0,1,Waiters/barmen staff,2,1
5010374,F,Y,N,2,213000.0,Working,Higher education,Single / not married,House / apartment,-22235,-2267,1,0,0,0,Low-skill Laborers,4,0
5010375,F,N,Y,0,155400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18236,365243,1,0,0,0,Security staff,1,1
5010376,F,Y,N,1,348200.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18888,-4779,1,0,1,0,High skill tech staff,3,1
5010377,M,N,N,1,293200.0,Working,Secondary / secondary special,Married,With parents,-8753,-1371,1,0,1,0,HR staff,3,1
5010378,F,N,Y,0,180600.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-20370,365243,1,1,1,0,Medicine staff,1,1
5010379,M,Y,Y,1,128900.0,Commercial associate,Incomplete higher,Married,House / apartment,-18068,-1811,1,1,0,0,Medicine staff,2,1
5010380,F,N,Y,2,481200.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-17710,365243,1,0,1,0,Cleaning staff,4,1
5010381,F,N,Y,0,382200.0,Pensioner,Higher education,Married,House / apartment,-9628,365243,1,0,1,0,Medicine staff,2,1
5010382,M,Y,Y,1,156700.0,Working,Secondary / secondary special,Married,House / apartment,-24188,-3607,1,0,0,0,Drivers,3,1
5010383,F,Y,N,0,194100.0,Commercial associate,Incomplete higher,Married,House / apartment,-11790,-6291,1,0,0,0,Security staff,2,0
5010384,F,N,Y,1,267200.0,Working,Secondary / secondary special,Married,House / apartment,-7704,-5713,1,0,0,0,Security staff,2,1
5010385,M,N,Y,3,243000.0,Commercial associate,Higher education,Married,With parents,-23600,-4232,1,0,0,0,High skill tech staff,4,1
5010386,F,N,Y,1,176400.0,Working,Incomplete higher,Married,House / apartment,-14739,-3419,1,0,1,0,Secretaries,2,0
5010387,F,N,N,0,286700.0,Working,Higher education,Separated,House / apartment,-17635,-176,1,0,0,0,HR staff,2,1
5010388,M,N,Y,0,275100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24005,365243,1,0,0,0,High skill tech staff,1,0
5010389,M,N,N,3,254700.0,Pensioner,Lower secondary,Civil marriage,With parents,-10812,365243,1,0,0,0,Security staff,5,0
5010390,F,N,Y,1,323200.0,State servant,Secondary / secondary special,Separated,House / apartment,-12632,0,1,1,0,0,Private service staff,3,1
5010391,F,N,Y,0,179400.0,Working,Higher education,Married,House / apartment,-22318,-2444,1,0,0,0,Laborers,2,1
5010392,F,Y,Y,1,259300.0,Working,Secondary / secondary special,Married,House / apartment,-23529,-1173,1,0,1,0,Cleaning staff,3,1
5010393,F,N,Y,0,154200.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23414,365243,1,1,0,0,IT staff,1,1
5010394,F,N,Y,3,253400.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-10003,365243,1,0,1,0,Security staff,4,1
5010395,F,N,Y,0,293500.0,Working,Secondary / secondary special,Married,House / apartment,-13195,-2209,1,0,0,0,Realty agents,2,1
5010396,M,Y,Y,0,92300.0,Working,Secondary / secondary special,Married,House / apartment,-17927,-3897,1,0,0,0,IT staff,1,0
5010397,M,N,Y,0,317500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9677,-1393,1,0,0,0,Core staff,1,0
5010398,F,Y,N,0,502800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11287,-483,1,0,0,0,HR staff,2,1
5010399,F,N,N,1,476100.0,Pensioner,Lower secondary,Widow,House / apartment,-10379,365243,1,0,0,1,Cleaning staff,3,1
5010400,F,Y,Y,1,140600.0,Working,Secondary / secondary special,Married,With parents,-8981,-5575,1,0,0,0,HR staff,2,1
5010401,M,N,Y,1,137300.0,Working,Secondary / secondary special,Widow,House / apartment,-12925,0,1,1,0,0,Realty agents,2,0
5010402,F,Y,Y,0,389200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17395,-1117,1,0,0,0,Managers,1,1
5010403,F,N,Y,2,120100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11038,365243,1,1,0,1,Cleaning staff,3,1
5010404,M,N,Y,2,357200.0,Working,Higher education,Civil marriage,House / apartment,-21498,-2824,1,0,0,0,Core staff,4,0
5010405,M,Y,N,1,132700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18931,0,1,0,1,0,Cleaning staff,3,0
5010406,F,N,Y,1,141400.0,Working,Secondary / secondary special,Married,House / apartment,-19397,-1098,1,1,1,0,Core staff,3,1
5010407,F,N,N,0,371200.0,Working,Secondary / secondary special,Married,House / apartment,-20668,-3602,1,1,0,0,Low-skill Laborers,2,1
5010408,F,N,Y,2,266000.0,Working,Secondary / secondary special,Married,House / apartment,-8821,-3406,1,0,0,0,Cleaning staff,3,0
5010409,M,N,Y,0,166300.0,Working,Secondary / secondary special,Married,House / apartment,-15381,-1655,1,0,0,0,Waiters/barmen staff,2,1
5010410,F,N,Y,2,320300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9882,-3040,1,1,0,0,Managers,4,1
5010411,M,N,Y,0,243300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13814,0,1,0,1,0,IT staff,2,1
5010412,M,N,N,0,214900.0,Working,Secondary / secondary special,Married,House / apartment,-24801,-2255,1,0,1,0,IT staff,1,0
5010413,F,N,N,0,146000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-18269,365243,1,0,0,0,Accountants,2,0
5010414,M,N,Y,4,153000.0,Working,Secondary / secondary special,Married,House / apartment,-15383,0,1,1,0,0,Security staff,6,0
5010415,F,N,Y,1,280900.0,Working,Secondary / secondary special,Married,House / apartment,-10202,-3631,1,0,0,0,Private service staff,3,1
5010416,F,N,Y,0,149100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12269,-2016,1,0,0,0,Cooking staff,1,0
5010417,M,N,Y,3,188400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23959,365243,1,0,0,0,High skill tech staff,5,1
5010418,M,N,N,0,174700.0,Working,Incomplete higher,Married,House / apartment,-18965,-1944,1,0,0,0,HR staff,2,1
5010419,F,N,Y,2,383500.0,Working,Secondary / secondary special,Married,With parents,-17984,0,1,0,0,0,Security staff,4,1
5010420,M,Y,Y,2,194400.0,Commercial associate,Higher education,Married,House / apartment,-16657,-3522,1,0,1,1,Core staff,4,0
5010421,M,N,N,1,223800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15798,-4428,1,1,1,0,Core staff,2,1
5010422,F,N,Y,0,118000.0,Working,Incomplete higher,Civil marriage,With parents,-17360,-4025,1,0,0,0,IT staff,2,0
5010423,M,Y,Y,3,202000.0,Working,Lower secondary,Married,House / apartment,-12376,-943,1,1,0,0,Realty agents,5,0
5010424,F,Y,Y,1,160400.0,Working,Higher education,Single / not married,House / apartment,-9712,-2721,1,0,1,0,Laborers,3,0
5010425,F,Y,N,0,211200.0,State servant,Higher education,Married,House / apartment,-14303,-4638,1,0,0,1,Core staff,2,1
5010426,M,N,N,1,185800.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-16633,-895,1,0,0,0,High skill tech staff,2,1
5010427,F,Y,N,0,138600.0,Working,Secondary / secondary special,Married,House / apartment,-14242,-2783,1,0,0,0,Drivers,2,0
5010428,F,Y,Y,0,190100.0,Working,Higher education,Civil marriage,House / apartment,-22193,-1850,1,0,1,1,Realty agents,2,0
5010429,F,Y,N,1,93600.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-7800,-1816,1,0,0,0,Sales staff,3,1
5010430,M,Y,Y,1,178500.0,Pensioner,Higher education,Married,House / apartment,-17143,365243,1,0,0,1,Security staff,3,1
5010431,F,Y,Y,0,607400.0,Working,Secondary / secondary special,Married,Rented apartment,-16661,-1796,1,0,0,0,Drivers,1,1
5010432,M,Y,Y,1,266700.0,Commercial associate,Secondary / secondary special,Married,With parents,-23600,-2600,1,0,0,0,Sales staff,2,1
5010433,F,N,Y,3,240200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-22959,-3187,1,0,1,0,Sales staff,4,1
5010434,M,N,Y,0,164100.0,Working,Secondary / secondary special,Married,House / apartment,-24548,-8135,1,0,1,0,Realty agents,2,1
5010435,F,N,N,0,267500.0,Working,Secondary / secondary special,Married,House / apartment,-23559,-748,1,0,0,0,Cleaning staff,1,1
5010436,M,Y,Y,0,156700.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10612,-576,1,0,1,0,Core staff,2,0
5010437,F,Y,N,3,382000.0,Working,Incomplete higher,Married,With parents,-16017,-1863,1,0,0,1,Drivers,4,0
5010438,F,Y,Y,0,327100.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-7841,-974,1,0,0,0,Cooking staff,2,0
5010439,F,N,Y,0,156100.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-10171,365243,1,0,0,0,Medicine staff,2,0
5010440,M,Y,N,2,186400.0,Commercial associate,Lower secondary,Married,House / apartment,-21483,-2804,1,0,0,0,Core staff,4,1
5010441,M,Y,Y,1,269500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9654,365243,1,0,1,0,IT staff,3,0
5010442,F,N,Y,0,191100.0,Working,Secondary / secondary special,Married,House / apartment,-16333,-1945,1,0,0,0,Cooking staff,2,0
5010443,F,Y,Y,3,245300.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-20354,-2832,1,0,0,0,IT staff,5,1
5010444,F,N,N,0,364800.0,Commercial associate,Higher education,Married,House / apartment,-14327,-5709,1,1,0,0,Private service staff,2,1
5010445,M,N,Y,0,335200.0,Working,Higher education,Civil marriage,House / apartment,-24995,-2353,1,0,0,0,Sales staff,1,1
5010446,F,N,N,0,183600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11028,-1479,1,0,0,0,Managers,2,1
5010447,M,Y,Y,1,253700.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10265,-2829,1,0,0,0,Waiters/barmen staff,2,1
5010448,M,Y,Y,0,98600.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-7792,-1531,1,0,0,0,Waiters/barmen staff,1,0
5010449,M,N,N,2,159400.0,Working,Secondary / secondary special,Civil marriage,With parents,-24142,-3630,1,1,0,0,Realty agents,4,0
5010450,F,Y,Y,1,263600.0,Commercial associate,Secondary / secondary special,Civil marriage,Co-op apartment,-20619,-2799,1,0,0,0,Security staff,3,0
5010451,F,Y,Y,0,227200.0,Pensioner,Higher education,Married,House / apartment,-21510,365243,1,1,1,0,Waiters/barmen staff,2,1
5010452,F,N,Y,2,186400.0,Working,Higher education,Married,House / apartment,-20115,-5680,1,1,1,0,Waiters/barmen staff,3,1
5010453,M,Y,Y,2,159900.0,Working,Secondary / secondary special,Married,House / apartment,-15172,-2833,1,0,0,1,Medicine staff,4,1
5010454,M,Y,Y,0,195700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13973,-1007,1,0,1,0,Security staff,1,1
5010455,F,N,Y,0,437400.0,Working,Incomplete higher,Married,House / apartment,-17767,-1163,1,1,0,0,Security staff,1,1
5010456,F,N,Y,0,238900.0,Working,Higher education,Single / not married,House / apartment,-19078,-4351,1,0,1,0,Cleaning staff,1,1
5010457,M,Y,Y,0,174300.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-20596,0,1,1,1,0,Cooking staff,2,0
5010458,M,N,N,2,142700.0,State servant,Secondary / secondary special,Civil marriage,With parents,-25001,-2485,1,0,0,0,Medicine staff,4,0
5010459,F,N,N,0,123900.0,State servant,Secondary / secondary special,Separated,House / apartment,-24612,-2018,1,0,0,0,Accountants,1,0
5010460,F,Y,Y,0,174300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23426,365243,1,0,0,0,Managers,2,1
5010461,F,N,Y,1,163500.0,State servant,Secondary / secondary special,Married,House / apartment,-17138,-2497,1,0,0,1,Medicine staff,3,0
5010462,M,Y,Y,3,129800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20505,365243,1,0,0,1,Realty agents,5,1
5010463,F,N,N,0,185000.0,Working,Secondary / secondary special,Married,House / apartment,-17832,-1740,1,0,0,0,Managers,2,1
5010464,M,Y,Y,0,223300.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-13462,365243,1,1,0,0,IT staff,2,1
5010465,F,Y,N,2,127100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22176,365243,1,1,0,0,Cleaning staff,4,1
5010466,M,N,Y,3,331200.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-10736,-1208,1,0,0,0,HR staff,4,0
5010467,M,N,Y,1,179000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21013,365243,1,0,0,0,Secretaries,2,1
5010468,F,Y,Y,1,199600.0,Working,Higher education,Married,House / apartment,-17906,-4399,1,1,0,0,Medicine staff,3,1
5010469,M,N,N,0,260200.0,Working,Secondary / secondary special,Married,With parents,-23895,-162,1,0,0,1,High skill tech staff,2,1
5010470,M,N,Y,3,219300.0,Pensioner,Higher education,Married,House / apartment,-24275,365243,1,0,0,0,Core staff,5,1
5010471,F,N,Y,1,145900.0,Working,Secondary / secondary special,Married,House / apartment,-14573,-3017,1,0,0,0,Low-skill Laborers,2,1
5010472,F,Y,Y,1,190800.0,Working,Incomplete higher,Married,House / apartment,-11811,-3424,1,0,0,0,Medicine staff,2,1
5010473,F,Y,Y,2,116400.0,Working,Higher education,Single / not married,House / apartment,-23008,-1431,1,0,1,0,Private service staff,3,1
5010474,M,N,Y,2,329200.0,Commercial associate,Higher education,Single / not married,House / apartment,-15672,-6021,1,0,0,0,Security staff,3,1
5010475,M,Y,Y,0,164000.0,Working,Secondary / secondary special,Married,House / apartment,-24496,-1723,1,0,1,0,IT staff,1,1
5010476,F,Y,N,0,175200.0,Working,Secondary / secondary special,Single / not married,With parents,-12775,-5760,1,0,0,0,Medicine staff,2,0
5010477,F,Y,N,0,175000.0,State servant,Secondary / secondary special,Married,Municipal apartment,-7924,-3289,1,0,0,0,Accountants,1,0
5010478,M,Y,Y,2,284300.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-16471,-5540,1,0,0,0,Medicine staff,3,0
5010479,F,N,Y,0,137900.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12057,-6192,1,0,1,0,Medicine staff,1,1
5010480,F,Y,Y,1,153400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23399,365243,1,0,0,0,Private service staff,3,1
5010481,M,Y,Y,0,225800.0,Working,Higher education,Single / not married,House / apartment,-25033,-4706,1,0,0,0,Managers,1,1
5010482,F,Y,Y,0,310500.0,Working,Secondary / secondary special,Married,House / apartment,-9040,-5579,1,1,0,0,Cleaning staff,1,1
5010483,F,Y,N,0,223600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16122,365243,1,0,1,0,Waiters/barmen staff,1,1
5010484,M,Y,Y,3,253600.0,Pensioner,Higher education,Married,House / apartment,-13416,365243,1,0,0,0,HR staff,4,1
5010485,F,Y,Y,0,220600.0,Commercial associate,Higher education,Married,Municipal apartment,-15784,-1368,1,0,0,0,Sales staff,2,1
5010486,M,N,N,2,210300.0,Working,Secondary / secondary special,Married,House / apartment,-8631,-2163,1,0,0,0,Secretaries,4,0
5010487,M,Y,N,0,284100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13559,365243,1,0,1,0,Core staff,2,0
5010488,F,Y,Y,0,228600.0,Commercial associate,Lower secondary,Married,House / apartment,-23194,-867,1,0,0,0,Drivers,1,1
5010489,F,N,Y,0,385200.0,Working,Secondary / secondary special,Separated,House / apartment,-9727,-593,1,0,0,0,Sales staff,2,0
5010490,M,N,Y,0,177000.0,Working,Higher education,Married,House / apartment,-22296,-2791,1,0,0,0,Accountants,2,0
5010491,F,N,Y,1,362500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23174,365243,1,0,0,0,Sales staff,2,0
5010492,F,N,N,0,162200.0,Pensioner,Higher education,Married,House / apartment,-8973,365243,1,0,0,0,Cooking staff,1,1
5010493,F,Y,N,0,209500.0,Working,Higher education,Married,House / apartment,-10981,-2147,1,1,1,0,High skill tech staff,1,1
5010494,F,Y,Y,0,151200.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-11598,365243,1,0,0,0,Drivers,2,0
5010495,F,Y,Y,4,193300.0,Working,Secondary / secondary special,Married,House / apartment,-18303,-4034,1,0,0,0,Sales staff,6,1
5010496,M,Y,N,0,163100.0,Working,Higher education,Married,House / apartment,-21923,-1471,1,0,0,0,Cleaning staff,2,1
5010497,F,N,Y,1,161100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15527,-146,1,0,0,0,High skill tech staff,2,0
5010498,F,N,N,2,137600.0,Working,Secondary / secondary special,Married,House / apartment,-9217,-4346,1,0,0,0,Low-skill Laborers,4,0
5010499,F,N,N,4,206900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22371,365243,1,1,1,1,High skill tech staff,6,0
5010500,M,N,Y,1,246400.0,Commercial associate,Secondary / secondary special,Widow,With parents,-24367,-3029,1,0,0,0,Laborers,3,0
5010501,M,N,N,1,531600.0,Working,Higher education,Widow,House / apartment,-12937,0,1,0,0,0,Accountants,3,1
5010502,M,N,Y,1,249200.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-19586,-2079,1,1,0,1,Core staff,3,0
5010503,F,N,Y,1,228400.0,Working,Secondary / secondary special,Married,House / apartment,-8516,-1976,1,0,0,0,Secretaries,3,0
5010504,F,N,Y,2,173800.0,Working,Higher education,Married,House / apartment,-19253,-1323,1,0,1,1,Cleaning staff,3,1
5010505,F,Y,N,0,209600.0,State servant,Higher education,Single / not married,House / apartment,-19685,-1667,1,1,0,0,Core staff,1,1
5010506,F,N,Y,1,132600.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13908,0,1,0,0,0,Private service staff,3,0
5010507,M,N,Y,3,205400.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-8600,-2855,1,0,1,0,Secretaries,4,0
5010508,M,N,Y,0,114300.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-8315,-291,1,0,0,0,Drivers,2,0
5010509,F,N,N,1,199600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9533,0,1,0,0,0,Accountants,3,0
5010510,F,N,N,0,518800.0,Commercial associate,Higher education,Married,House / apartment,-19606,-2886,1,0,0,0,Medicine staff,2,1
5010511,F,N,Y,0,221500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-22991,-1535,1,1,0,0,Medicine staff,2,1
5010512,M,N,Y,1,392900.0,State servant,Secondary / secondary special,Married,House / apartment,-11998,-3187,1,1,1,0,Cleaning staff,2,1
5010513,M,Y,Y,0,505600.0,Working,Higher education,Civil marriage,House / apartment,-10711,-5581,1,0,0,0,HR staff,2,1
5010514,F,Y,N,0,135700.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-24741,-2845,1,0,0,0,Cleaning staff,2,1
5010515,M,Y,Y,2,246200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14260,0,1,0,0,0,Realty agents,4,1
5010516,M,N,N,0,139600.0,Working,Secondary / secondary special,Married,House / apartment,-15579,-2447,1,0,0,0,Cooking staff,2,0
5010517,F,N,N,0,151300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-23653,0,1,0,1,0,IT staff,2,1
5010518,F,Y,N,0,184900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20599,-2919,1,0,0,1,Core staff,1,0
5010519,F,Y,Y,4,231700.0,Working,Secondary / secondary special,Married,House / apartment,-13235,-5807,1,0,0,0,IT staff,5,0
5010520,F,Y,N,0,159700.0,Pensioner,Higher education,Married,Rented apartment,-16277,365243,1,1,0,1,HR staff,1,0
5010521,F,N,Y,2,238900.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-16009,365243,1,0,0,0,Cooking staff,4,0
5010522,M,N,N,0,422500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20891,365243,1,0,0,0,Secretaries,2,1
5010523,F,N,Y,0,263600.0,Working,Secondary / secondary special,Separated,House / apartment,-13496,-355,1,1,0,0,Security staff,2,0
5010524,F,Y,N,0,433100.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-19544,-2511,1,0,0,0,High skill tech staff,1,1
5010525,F,Y,Y,0,181600.0,Working,Secondary / secondary special,Married,House / apartment,-21422,-2334,1,0,1,0,Drivers,2,0
5010526,F,N,N,2,177400.0,Working,Higher education,Single / not married,House / apartment,-22734,-6689,1,0,0,0,IT staff,3,0
5010527,F,N,Y,1,160900.0,Working,Secondary / secondary special,Separated,House / apartment,-13051,-2358,1,0,0,0,Laborers,3,0
5010528,M,Y,N,0,270200.0,State servant,Secondary / secondary special,Married,House / apartment,-24435,-5327,1,0,1,0,Medicine staff,2,0
5010529,F,Y,Y,0,153200.0,Commercial associate,Higher education,Married,House / apartment,-21460,-2598,1,0,0,1,Security staff,2,1
5010530,F,Y,Y,0,412900.0,Working,Higher education,Single / not married,House / apartment,-9576,-2087,1,0,0,0,Accountants,2,1
5010531,M,Y,Y,1,133700.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-24738,0,1,0,1,0,Sales staff,2,1
5010532,M,Y,N,1,161300.0,Working,Secondary / secondary special,Married,House / apartment,-17301,-4943,1,1,0,0,Managers,2,1
5010533,F,N,N,1,186200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21862,0,1,1,1,0,Secretaries,3,0
5010534,M,Y,N,2,144500.0,Working,Secondary / secondary special,Married,House / apartment,-18638,-2092,1,0,1,0,Sales staff,3,0
5010535,M,Y,Y,1,178400.0,Working,Higher education,Married,House / apartment,-19743,-1913,1,0,0,0,Drivers,2,0
5010536,F,N,N,0,307500.0,State servant,Secondary / secondary special,Married,House / apartment,-8421,-3020,1,0,1,0,Laborers,2,1
5010537,F,Y,Y,0,218700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11857,-2648,1,1,1,0,Laborers,1,1
5010538,F,N,Y,2,302100.0,Working,Higher education,Married,House / apartment,-24916,-3869,1,0,1,0,Drivers,4,1
5010539,F,N,N,0,343700.0,Working,Secondary / secondary special,Married,House / apartment,-23482,-1640,1,0,0,0,Core staff,2,1
5010540,F,Y,Y,0,180100.0,Pensioner,Higher education,Civil marriage,Rented apartment,-12789,365243,1,1,0,0,Waiters/barmen staff,1,1
5010541,F,N,Y,1,259800.0,Working,Secondary / secondary special,Married,House / apartment,-23146,-2764,1,0,0,0,Security staff,3,0
